invoice_no,stock_code
537762,22960
537762,22942
537762,85048
537762,22909
537762,22952
537762,84347
537762,84832
537762,84970S
537762,21481
537762,22112
537762,22835
537762,22708
537762,20713
537762,85099B
537762,20724
537762,22442
537762,22443
537762,22301
537762,22300
537762,79164
537762,22310
537762,22314
537762,22150
537762,22867
537762,35004C
537762,22086
C537763,85068
537764,22737
537764,22586
537764,22227
537764,22557
537764,84836
537764,84879
537764,21136
537764,22219
537764,20961
537764,20963
537764,85123A
537764,22804
537764,20716
537764,22167
537764,22360
537764,22601
537764,22579
537764,82616B
537764,22077
537764,22438
537764,21929
537764,22386
537764,22960
537764,22812
537764,22065
537764,21136
537764,22900
537764,22569
537764,22568
537764,85132B
537764,20686
537764,22121
537764,22470
537764,22469
537764,84596F
537764,22743
537764,84030E
537764,47348A
537764,22141
537764,22910
537764,22147
537764,84031B
537764,22570
537764,21034
537764,84809A
537765,90214S
537765,90214C
537765,90214B
537765,90214K
537765,21210
537765,22480
537765,85215
537765,21232
537765,20749
537765,20733
537765,20735
537765,21306
537765,85039C
537765,22547
537765,21115
537765,22444
537765,20780
537765,21136
537765,22119
537765,20770
537765,22296
537765,84988
537765,20971
537765,22195
537765,22348
537765,20655
537765,20985
537765,21874
537765,22448
537765,85067
537765,20996
537765,22326
537765,22424
537765,20748
537765,21890
537765,21686
537765,85014A
537765,21784
537766,22932
537766,22935
537766,22931
537766,22930
537767,21258
537768,21930
537768,85099B
537769,15056BL
537769,22130
537769,85025C
537769,20828
537769,21181
537769,85208
537769,21307
537769,22158
537769,85024C
537769,85123A
537769,22157
537769,22834
537769,22867
537769,85214
537769,72802C
537769,82494L
537769,82482
537769,22563
537769,22626
537769,72802A
537769,72807A
537769,22456
537769,85123A
537769,22470
537769,21733
537769,85020
537769,21558
537769,21559
537769,21181
537769,22564
537769,22562
537769,22564
537769,10120
537769,85208
537769,22834
537769,20992
537769,20996
537769,21947
537769,22156
537769,22350
537769,22834
537769,22867
537769,22189
537769,22188
537769,22766
537769,71038
537769,22569
537769,22570
537769,21889
537769,22147
537769,21407
537769,82482
537769,71477
537770,22044
537770,22909
537770,21197
537770,21137
537770,40016
537770,21935
537770,22902
537770,10002
537770,21912
537770,22752
537770,22821
537770,22114
537770,22111
537770,22900
537770,84945
537771,21232
537771,22174
537771,21524
537771,48173C
537771,22688
537771,22158
537771,21481
537771,21967
537771,84077
537772,84613C
537772,22867
537772,22813
537772,22900
537772,16235
537772,22114
537772,21481
537772,21471
537772,22629
537772,22659
537772,22080
537772,22082
537772,22371
537772,21034
537772,20676
537772,84828
537772,21877
537772,22951
537772,22551
537772,21212
537772,22037
537772,22983
537772,22443
537772,21472
537772,21467
537772,22092
537772,22091
537772,22326
537772,22898
537772,22902
537772,22111
537772,21479
537772,21484
537772,22867
537772,22080
537772,22079
537772,22636
537772,22738
537772,22560
537772,22328
537772,22629
537772,22659
537772,22908
537772,21242
537772,84910A
537772,22940
537772,22749
537772,22082
537772,84912A
537772,22276
537772,21981
537772,21967
537772,22094
537772,22086
537772,85183B
537772,84947
537772,22502
537772,22371
537772,21080
537772,21888
537772,22750
537772,22193
537772,22607
537772,22180
537772,22654
537772,21034
537773,20764
537773,20763
537773,20762
537773,20765
537773,20766
537773,22622
537773,22386
537773,20712
537773,21578
537773,21891
537773,20973
537773,22150
537773,21484
537773,22867
537773,20725
537773,22384
537773,22382
537773,22327
537773,84497
537773,20727
537773,22326
537773,20726
537773,15056N
537773,22926
537773,22469
537773,21991
537773,21990
537773,21992
537773,85014A
537773,48187
537773,22570
537773,22569
537773,22111
537773,21479
537773,21485
537773,22113
537773,22082
537773,22144
537773,22142
537773,21891
537773,20725
537773,20726
537773,20727
537773,20978
537773,22554
537773,22553
537773,22961
537773,22149
537773,22147
537773,22926
537773,22327
537773,22326
537773,21967
537773,21984
537773,21981
537773,22960
537773,22469
537773,22556
537773,71477
537773,21730
537773,85123A
537773,22457
537773,22082
537773,21916
537773,22627
537773,22627
537773,22624
537773,22411
537773,21929
537774,85199L
537774,84347
537774,84945
537774,22144
537775,22846
537775,22848
537775,22847
537775,22849
537775,21523
537775,20685
537775,72351A
537775,72351B
537775,22359
537775,22558
537775,22203
537775,21470
537775,22423
537775,22969
537775,21108
537775,15036
537775,20828
537775,22375
537775,22093
537775,22097
537775,22706
537775,16156S
537775,22029
537775,22492
537775,21832
537775,22052
537775,22986
537775,21498
537775,11001
537775,22549
537775,22553
537775,22554
537775,21830
537775,84559A
537775,84558A
537775,21156
537775,21557
537775,47591D
537775,21059
537775,21061
537775,21063
537775,22085
537775,21201
537775,22083
537775,22181
537780,21034
537780,21238
537780,21080
537780,22343
537780,84997B
537780,21246
537781,22816
537781,22926
537781,21506
537781,84247N
537781,22030
537781,21098
537781,22418
537781,22813
537781,22548
537781,21625
537781,20751
537781,22315
537781,22562
537781,22563
537781,22743
537781,22744
537781,22964
537781,22629
537781,22211
537781,21558
537781,22748
537781,22745
537781,22746
537781,22585
537781,22759
537781,20963
537781,22554
537781,22534
537781,22536
537781,84580
537781,22086
537781,22488
537781,84836
537781,35961
537781,51020B
537781,20754
537781,84378
537781,84380
537781,22834
537781,22867
537781,22211
537781,21213
537781,84992
537781,84991
537781,21693
537781,21693
537781,85055
537781,22114
537781,21377
537781,21376
537781,22837
537781,22835
537781,22480
537781,22482
537781,22364
537781,22359
537781,22141
537781,22042
537781,20963
537781,20973
537781,21136
537781,21985
537781,21791
537781,20992
537781,22435
537781,22755
537781,22585
537781,22211
537781,21328
537781,21327
537781,21329
537781,22553
537781,21981
537781,22554
537781,22582
537781,22583
537781,22584
537781,21379
537781,21375
537781,84247E
537781,22563
537781,21205
537781,21201
537781,21355
537781,22867
537781,22114
537781,84029E
537781,22909
537781,22736
537781,22739
537781,22835
537781,20749
537781,84559B
537781,22168
537781,85099B
537781,21888
537781,22745
537781,22818
537781,22898
537781,22074
537781,21865
537781,20618
537781,21864
537781,21625
537781,22908
537781,22637
537781,22585
537781,22422
537781,21143
537781,22297
537781,22294
537781,72800E
537781,72799E
537781,20963
537781,21098
537781,72800E
537781,72799E
537781,22555
537781,22645
537781,20966
537781,84879
537781,22898
537781,21136
537781,22554
537781,22556
537781,21896
537781,22618
537781,22439
537781,22440
537781,85099C
537781,22745
537781,22746
537781,22570
537781,21694
537781,85135B
537781,21743
537781,20717
537781,84032B
537781,22383
537781,22587
537781,21328
537781,22895
537781,22898
537781,21356
537781,22301
537781,22304
537781,20751
537781,21429
537781,84879
537781,22584
537781,22759
537781,21984
537781,21983
537781,21143
537781,22908
537781,22144
537781,22086
537781,21143
537781,72800E
537781,85099F
537781,21098
537789,22313
537789,22314
537789,22834
537789,22867
537789,21314
537789,22778
537789,22777
537789,48138
537789,21523
537789,21479
537789,21877
537789,21069
537789,22616
537789,22837
C537788,90062
C537788,16202E
537791,21258
537791,22509
537792,22622
537792,21175
537792,21181
537792,21584
537792,21588
537792,22168
537792,22265
537792,84993B
537792,22633
537792,22867
537792,47420
537792,22918
537792,22918
537792,22920
537792,22916
537792,22919
537792,47420
537792,22938
537792,22911
537792,22083
537792,22084
537793,21931
537793,22411
537793,21929
537793,21928
537793,85099C
537793,22386
537793,20712
537793,22385
537793,85099F
537793,85099B
537793,20711
537793,20713
537793,22384
537793,20717
537793,20726
537793,22383
537793,20725
537793,22382
537793,22384
537793,22662
537793,20727
537793,20725
537793,20716
537793,20718
537793,21937
537793,21932
537793,21936
537793,47504K
537793,21933
537794,48138
537794,20685
537794,82483
537794,82486
537794,21673
537794,21670
537794,21669
537794,22768
537794,22169
537794,21430
537794,21429
537794,85231B
537794,85231G
537794,82494L
537794,82482
537794,21428
537794,22766
537794,22171
537794,22170
537794,22750
537794,22749
537794,22751
537794,21731
537794,21889
537794,22029
537794,21506
537794,22713
537794,22983
537794,22716
537794,85036C
537794,21791
537794,22549
537794,22729
537794,22727
537794,22728
537794,22726
537794,22111
537794,21479
537794,21485
537794,22114
537794,22110
537794,21481
537794,84030E
537794,84029E
537794,84029G
537794,84997D
537794,84997C
537794,84997A
537794,84997B
537794,22174
537794,22841
537794,22380
537794,82600
537794,21169
537794,21181
537794,22666
537794,22665
537794,22667
537794,22963
537794,22962
537795,82486
537795,21485
537795,22511
537795,22510
537795,22467
537795,85123A
537795,84947
537795,48116
537795,84406B
537795,21755
537795,82482
537795,82483
537795,82494L
537795,82484
537795,84949
537796,21260
537796,21116
537796,21523
537796,48138
537796,21658
537796,21068
537799,22111
537799,21479
537799,84029E
537799,84029G
537799,21340
537799,21080
537799,21078
537799,84520B
537799,22613
537799,22942
537799,21034
C537797,22501
C537797,22423
C537797,22469
C537798,22357
537800,M
537800,72709
537800,22577
537800,20727
537800,72127
537800,72130
537800,72132
537800,85118
537800,35968
537800,72131
537801,82483
537801,85067
537801,22761
537801,82486
537801,22762
537802,84580
537802,21055
537802,21462
537802,22555
537802,21314
537802,22278
537802,22557
537802,22968
537802,22800
537802,22798
537802,22452
537802,22063
537802,37450
537802,22059
537802,22061
537802,22057
537802,37447
537802,22637
537802,21539
537802,21533
537802,22423
537802,22890
537802,85150
537802,72807C
537802,72807A
537802,85066
537802,82482
537802,82494L
537802,82483
537802,82486
537803,90184B
537803,90184A
537804,72130
537804,M
537804,72128
537804,M
537804,85118
537804,72709
537804,72132
537804,72131
537804,72130
537804,72127
537804,35968
537804,22577
537804,20727
C537805,35004C
C537805,40001
C537805,85047
C537805,22719
C537805,20798
C537805,22198
C537805,22197
C537805,20829
C537805,22571
537806,37448
537806,21231
537806,22131
537806,22196
537806,21232
537806,48194
537806,22296
537806,22457
537806,22175
537806,22423
537808,84559B
537808,84997D
537808,47580
537808,84415B
537808,20655
537808,22170
537808,20677
537808,21239
537808,22088
537808,22090
537808,20906
537808,22262
537808,22175
537808,22176
537808,21243
537808,22083
537808,21098
C537807,84949
C537807,21730
C537807,21143
C537807,21812
537809,85067
537809,22624
537809,21407
537809,21624
537809,22508
537809,22469
537809,21275
537810,22415
537811,71053
537811,47566
C537812,21843
C537812,22423
537813,22694
537813,22470
537813,22867
537813,22834
537813,22112
537813,22114
537813,22837
C537814,20703
537815,22355
537815,20725
537815,22367
537815,22898
537815,47591D
537815,21156
537815,79321
537815,21164
537815,22219
537815,21871
537815,21877
537815,84029E
537815,21481
537815,21479
537815,22867
537816,79321
537816,84968D
537816,90173
537817,22837
537817,21731
537817,22617
537817,22418
537817,22451
537817,22450
537817,22449
537818,22867
537818,20685
537818,22366
537818,21355
537818,21354
537818,21358
537818,22618
537818,72741
537818,22413
537818,22457
537818,22513
537818,22508
537818,22759
537818,22923
537818,21485
537818,22114
537818,21481
537818,21107
537818,21108
537818,21832
537818,22554
537818,22556
537818,22557
537818,22483
537818,21890
537818,22637
537818,22650
537818,22471
537818,21888
537818,71496A
537818,71495B
537818,22378
537818,78124
537818,21527
537818,21531
537818,21539
537818,21844
537818,22073
537818,22352
537818,22667
537818,84375
537818,84378
537818,84380
537818,22966
537818,47567B
537818,22123
537818,21042
537818,22899
537818,21156
537818,22442
537818,22444
537818,22441
537818,POST
537819,22966
537819,22179
537819,84006
537819,84375
537819,21213
537819,21212
537819,84991
537819,20754
537819,22649
537819,37500
537819,20914
537819,21071
537819,22131
537819,22197
537819,22198
537819,22644
537819,22645
C537820,22627
C537821,85048
537822,21539
537822,84997B
537822,84997A
537822,21977
537822,22198
537822,22197
537822,22315
537822,22427
537822,22533
537822,22532
537822,21790
537822,22418
537822,22489
537822,21110
537822,21112
537822,21108
537822,22646
537822,22644
537822,22180
537822,22073
537822,22090
537822,22072
537822,21217
537822,22354
537822,21080
537822,21531
537822,20914
537822,21843
537822,21537
537822,21533
537823,22904
537823,22906
537823,22908
537823,22909
537823,22910
537823,22915
537823,22921
537823,22939
537823,22941
537823,22943
537823,22951
537823,22952
537823,22960
537823,22961
537823,22964
537823,22966
537823,22969
537823,22974
537823,22975
537823,22977
537823,35095A
537823,35095B
537823,35598D
537823,35599B
537823,35833P
537823,35957
537823,35961
537823,35965
537823,35967
537823,37343
537823,37447
537823,37462E
537823,40001
537823,47566
537823,47591B
537823,47591D
537823,47593B
537823,48138
537823,48185
537823,48194
537823,51014A
537823,70007
537823,71143
537823,71279
537823,71477
537823,72586
537823,72598
537823,72799E
537823,72802B
537823,72802C
537823,72816
537823,72817
537823,79067
537823,79144C
537823,79403
537823,82482
537823,82484
537823,82551
537823,82580
537823,82599
537823,82600
537823,82613B
537823,82613C
537823,84006
537823,84029E
537823,84029G
537823,84030E
537823,84031A
537823,84031B
537823,84032A
537823,84032B
537823,84050
537823,84251B
537823,84251G
537823,84313B
537823,84347
537823,84375
537823,84378
537823,84380
537823,84459A
537823,84508C
537823,84535B
537823,84536B
537823,84598
537823,84659A
537823,84692
537823,84754
537823,84828
537823,84836
537823,84840
537823,84879
537823,84912B
537823,84913A
537823,84913B
537823,84945
537823,84946
537823,84970L
537823,84970S
537823,84971S
537823,84992
537823,84993A
537823,84997D
537823,85014B
537823,85016
537823,85017B
537823,85032D
537823,85039A
537823,85039B
537823,85048
537823,85049A
537823,85049E
537823,85053
537823,85066
537823,85099B
537823,85099C
537823,85099F
537823,85114B
537823,85116
537823,85123A
537823,85124C
537823,85125
537823,85129B
537823,85131B
537823,85131D
537823,85132C
537823,85135C
537823,85136A
537823,85152
537823,85170D
537823,85174
537823,85199S
537823,85227
537823,85231B
537823,90005A
537823,90018B
537823,90019C
537823,90034
537823,90036F
537823,90040C
537823,90059A
537823,90059D
537823,90089
537823,90096
537823,90104
537823,90115
537823,90120A
537823,90173
537823,90200C
537823,90201D
537823,90209B
537823,90214C
537823,90214E
537823,90214F
537823,90214H
537823,90214K
537823,90214M
537823,90214P
537823,90214S
537823,DOT
537823,84946
537823,84947
537823,10002
537823,10135
537823,15034
537823,15036
537823,15060B
537823,16168M
537823,16225
537823,16235
537823,17013D
537823,17084N
537823,17091J
537823,17096
537823,18098C
537823,20616
537823,20622
537823,20662
537823,20663
537823,20665
537823,20668
537823,20669
537823,20676
537823,20677
537823,20679
537823,20682
537823,20686
537823,20712
537823,20713
537823,20719
537823,20723
537823,20724
537823,20725
537823,20733
537823,20754
537823,20761
537823,20762
537823,20766
537823,20775
537823,20832
537823,20866
537823,20886
537823,20956
537823,20961
537823,20963
537823,20966
537823,20967
537823,20971
537823,20972
537823,20973
537823,20974
537823,20975
537823,20998
537823,21001
537823,21012
537823,21014
537823,21039
537823,21058
537823,21067
537823,21078
537823,21098
537823,21107
537823,21108
537823,21112
537823,21125
537823,21126
537823,21147
537823,21156
537823,21163
537823,21167
537823,21174
537823,21175
537823,21191
537823,21195
537823,21212
537823,21219
537823,21231
537823,21232
537823,21249
537823,21258
537823,21261
537823,21262
537823,21272
537823,21285
537823,21286
537823,21288
537823,21313
537823,21314
537823,21328
537823,21329
537823,21356
537823,21389
537823,21407
537823,21408
537823,21413
537823,21417
537823,21430
537823,21442
537823,21446
537823,21479
537823,21484
537823,21494
537823,21519
537823,21520
537823,21523
537823,21524
537823,21559
537823,21563
537823,21640
537823,21643
537823,21648
537823,21650
537823,21657
537823,21668
537823,21680
537823,21706
537823,21717
537823,21718
537823,21722
537823,21724
537823,21725
537823,21726
537823,21731
537823,21738
537823,21746
537823,21749
537823,21750
537823,21754
537823,21755
537823,21758
537823,21774
537823,21775
537823,21785
537823,21787
537823,21790
537823,21791
537823,21801
537823,21802
537823,21803
537823,21804
537823,21809
537823,21810
537823,21811
537823,21812
537823,21813
537823,21815
537823,21819
537823,21821
537823,21829
537823,21830
537823,21833
537823,21846
537823,21849
537823,21850
537823,21851
537823,21872
537823,21874
537823,21875
537823,21876
537823,21884
537823,21888
537823,21889
537823,21892
537823,21899
537823,21901
537823,21906
537823,21908
537823,21911
537823,21912
537823,21913
537823,21914
537823,21918
537823,21929
537823,21931
537823,21934
537823,21935
537823,21942
537823,21945
537823,21948
537823,21967
537823,21975
537823,21977
537823,21982
537823,21984
537823,21985
537823,21990
537823,21991
537823,21992
537823,21993
537823,22023
537823,22024
537823,22025
537823,22027
537823,22029
537823,22035
537823,22037
537823,22064
537823,22065
537823,22068
537823,22077
537823,22079
537823,22081
537823,22082
537823,22083
537823,22086
537823,22095
537823,22097
537823,22107
537823,22108
537823,22109
537823,22111
537823,22112
537823,22113
537823,22114
537823,22115
537823,22118
537823,22130
537823,22131
537823,22132
537823,22133
537823,22134
537823,22135
537823,22141
537823,22142
537823,22144
537823,22147
537823,22149
537823,22153
537823,22154
537823,22155
537823,22161
537823,22162
537823,22164
537823,22169
537823,22174
537823,22175
537823,22178
537823,22179
537823,22180
537823,22182
537823,22183
537823,22184
537823,22187
537823,22189
537823,22190
537823,22195
537823,22196
537823,22197
537823,22198
537823,22207
537823,22212
537823,22219
537823,22224
537823,22227
537823,22260
537823,22261
537823,22262
537823,22264
537823,22273
537823,22276
537823,22278
537823,22288
537823,22292
537823,22293
537823,22294
537823,22295
537823,22297
537823,22306
537823,22309
537823,22310
537823,22311
537823,22312
537823,22314
537823,22321
537823,22325
537823,22329
537823,22331
537823,22337
537823,22339
537823,22348
537823,22349
537823,22355
537823,22356
537823,22366
537823,22367
537823,22372
537823,22374
537823,22379
537823,22380
537823,22385
537823,22386
537823,22411
537823,22417
537823,22419
537823,22420
537823,22422
537823,22423
537823,22423
537823,22425
537823,22428
537823,22429
537823,22437
537823,22444
537823,22450
537823,22451
537823,22456
537823,22457
537823,22464
537823,22465
537823,22466
537823,22469
537823,22470
537823,22476
537823,22478
537823,22480
537823,22493
537823,22505
537823,22507
537823,22525
537823,22530
537823,22538
537823,22539
537823,22540
537823,22541
537823,22544
537823,22545
537823,22546
537823,22547
537823,22550
537823,22553
537823,22554
537823,22557
537823,22559
537823,22567
537823,22571
537823,22572
537823,22573
537823,22574
537823,22576
537823,22581
537823,22583
537823,22584
537823,22585
537823,22586
537823,22588
537823,22589
537823,22593
537823,22594
537823,22595
537823,22601
537823,22602
537823,22603
537823,22607
537823,22616
537823,22619
537823,22620
537823,22621
537823,22623
537823,22625
537823,22627
537823,22628
537823,22632
537823,22633
537823,22637
537823,22641
537823,22645
537823,22646
537823,22647
537823,22651
537823,22654
537823,22666
537823,22669
537823,22670
537823,22678
537823,22690
537823,22694
537823,22695
537823,22697
537823,22699
537823,22701
537823,22712
537823,22714
537823,22716
537823,22725
537823,22726
537823,22727
537823,22735
537823,22736
537823,22738
537823,22739
537823,22740
537823,22743
537823,22744
537823,22748
537823,22751
537823,22754
537823,22757
537823,22758
537823,22759
537823,22766
537823,22768
537823,22773
537823,22774
537823,22778
537823,22781
537823,22784
537823,22792
537823,22794
537823,22795
537823,22798
537823,22800
537823,22801
537823,22804
537823,22809
537823,22810
537823,22811
537823,22812
537823,22813
537823,22815
537823,22818
537823,22819
537823,22834
537823,22835
537823,22837
537823,22839
537823,22851
537823,22854
537823,22855
537823,22865
537823,22866
537823,22867
537823,22898
C537824,22220
C537824,22784
537825,22644
537825,22650
537825,22131
537825,22197
537825,21239
537825,22469
537825,84987
537825,22851
537825,22890
537825,22969
537825,21039
537825,21154
537825,21080
537825,82484
537825,22649
537825,37449
537825,82482
537825,82483
537825,22834
537825,22867
537825,22198
537825,22909
537825,20723
537825,20724
537825,21843
537825,21231
537825,21870
537825,22176
537826,22966
537826,22197
537826,22508
537826,22480
537826,20961
537826,22083
537826,22306
537826,22867
537826,22474
537826,22166
537826,21468
537826,22473
537826,21564
537826,22071
537826,22070
537826,21291
537826,21578
537826,85136A
537826,20717
537826,20781
537826,21928
537827,22145
537828,21810
537828,21811
537828,84754
537828,22163
537828,21733
537828,85123A
537828,22111
537828,22112
537828,22961
537828,22568
537828,22569
537828,22565
537828,22587
537828,21136
537828,22219
537828,84879
537828,82582
537828,22151
537828,22152
537828,22821
537828,21519
537828,22904
537828,84992
537828,22776
537828,22639
537828,22244
537828,22245
537828,22398
537828,22389
537828,22142
537829,47559B
537829,47580
537829,22358
537829,21843
537829,85099B
537829,84378
537829,22423
537829,21215
537829,21212
537829,21210
537829,84988
537829,85049A
537829,22570
537829,22568
537829,22569
537829,22083
537829,22086
537829,22910
537829,16237
537830,21034
537830,20727
537830,21363
537830,85048
537830,84341B
537830,20761
537830,84580
537830,20764
537830,22423
537830,84971S
537830,22470
537830,22694
537830,22469
537830,22697
537830,22086
537831,82494L
537831,82482
537831,22435
537831,82483
537831,22900
537831,85049A
537831,85123A
537831,84692
537831,22834
537831,22111
537831,21754
C537832,22073
C537832,21531
C537832,21527
537833,51008
C537834,22697
C537834,21314
C537834,22798
C537835,22138
537836,21790
537837,22507
537837,21498
537837,71038
537837,85175
537837,21481
537837,85118
537837,22187
537837,21452
537837,20668
537837,22667
537837,18094C
537837,84029E
537837,85230G
537837,22072
C537838,22299
537839,21174
537839,21774
537839,21903
537839,21892
537839,21889
537839,22966
537839,22659
537839,22531
537839,22142
537840,22845
537840,20711
537840,22386
537840,85099C
537840,85099B
537840,22381
537840,22379
537840,22385
537840,21217
537840,21843
537840,22423
537840,21035
537840,47567B
537840,22567
537840,22844
537841,16014
537842,22093
537842,22095
537842,21166
537842,21169
537842,85123A
537842,22335
537842,84975
537842,35833P
537842,22295
537842,84836
537842,21713
537842,35833P
537842,84944
537842,85048
537842,84879
537842,21136
537843,22645
537843,85123A
537843,22778
537843,22777
537843,22485
537843,21781
537843,22855
537843,22219
537843,22776
537844,22112
537844,21587
537844,22502
537844,21935
537844,21733
537844,21110
537844,22098
537844,62018
537844,22795
537844,72799E
537844,22471
537844,22111
537844,21287
537844,21890
537844,22198
537844,85136A
537844,21111
537844,85230B
537844,85174
537844,72232
537844,71215
537844,20886
537844,22867
537844,21034
537844,84625C
537844,20695
537844,84508A
537844,48173C
537844,37370
537844,22847
537844,21875
537844,20966
537844,21586
537844,22558
537844,72799F
537844,20892
537844,82011C
537844,21034
537845,21754
537845,21755
537845,22119
537845,22118
537846,22558
537846,21155
537846,22378
537846,22083
537846,22090
537847,22839
537847,22960
537847,22969
537847,22083
537847,22086
537847,21485
537848,84050
537849,22147
537850,20725
537850,20726
537850,20727
537850,20728
537850,22382
537850,22383
537850,22662
537850,22355
537850,20723
537850,20724
537850,20719
537850,21829
537850,22324
537850,62096A
537850,22587
537850,22566
537850,22820
537850,16168M
537850,21679
537850,21680
537850,21675
537850,10125
537850,22564
537850,22563
537850,22562
537851,22937
537851,22961
537851,22644
537851,22645
537851,22646
537851,84754
537851,21143
537852,84952A
537852,22419
537852,22467
537852,85169B
537852,85169A
537852,22398
537852,22399
537852,22396
537852,22456
537852,21175
537852,82600
537852,21181
537852,85150
537852,22178
537852,21326
537852,84988
537852,22730
537852,22727
537852,22726
537852,22421
537852,71403
537852,21851
537852,21846
537852,21849
537852,22867
537852,22926
537852,22925
537852,22174
537852,22457
537852,85116
537852,22493
537852,22113
537852,21479
537852,21484
537852,22835
537852,22112
537852,21485
537852,20802
537852,22562
537852,22564
537852,22563
537852,84997A
537852,84997D
537852,84997C
537852,21294
537852,22492
537852,22197
537852,22198
537852,21874
537852,21870
537852,22202
537852,22207
537852,22200
537852,22155
537852,22156
537852,21820
537852,21818
537852,21817
537852,21819
537852,22294
537852,22798
537852,84347
537852,21822
537852,22800
537852,22801
537852,22781
537852,84558A
537852,21011
537852,84879
537852,20668
537852,84947
537852,21735
537852,21916
537852,21917
537852,21918
537852,22494
537852,22616
537852,84077
537852,82484
537852,22158
537852,22487
537852,51008
537852,22962
537852,22963
537852,21231
537852,21232
C537853,79000
C537853,22940
C537853,22169
C537853,22697
C537853,22960
537854,21098
537854,84946
537854,18097C
537854,22492
537854,22651
537855,20685
537855,22574
537855,22573
537855,21890
537855,21891
537855,84580
537855,21311
537855,21380
537855,84706D
537855,22618
537855,85129B
537855,21690
537855,72802C
537855,21381
537855,22988
537855,21690
537855,22637
537855,85048
537855,22176
537855,21688
537855,22130
537855,22968
537855,22243
537855,22224
537855,85035A
537855,85035B
537855,22766
537855,22111
537855,22158
537855,85167B
537855,85114C
537855,84792
C537856,37370
C537856,21843
C537857,D
537858,22575
537858,21329
537858,21676
537858,21680
537858,20998
537858,21192
537858,22158
537858,22551
537858,22294
537858,22556
537858,22909
537859,21121
537859,21122
537859,21124
537859,21123
537859,22112
537859,22111
537859,22110
537859,21485
537859,21484
537859,22774
537859,22805
537859,22773
537859,22775
537859,17091A
537859,17091J
537859,22487
537859,22192
537859,20967
537859,20969
537859,20970
537859,21340
537859,22797
537859,22956
537859,22470
537859,22828
537859,22827
C537860,84406B
C537860,22295
C537860,22193
C537860,22180
C537860,21624
C537860,21485
C537860,20897
C537860,37370
C537860,22049
C537860,21888
C537860,21240
C537860,21066
C537860,20675
C537860,22192
C537860,21244
C537860,21242
C537860,20676
C537860,79066K
C537860,22637
C537860,22508
C537860,21238
537861,22111
537861,22113
537861,82494L
537861,22224
537861,22796
537861,22227
537862,22152
537862,21815
537862,84949
537862,84946
537862,22580
537862,22158
537862,22810
537863,22580
537864,22960
537864,22969
537864,22961
537864,22966
537864,22926
537864,20725
537864,21982
537864,22616
537864,85099B
537864,20713
537864,22355
537864,20723
537864,84879
537864,22937
537865,22077
537865,21333
537865,21281
537865,22943
537865,22588
537865,22589
537865,22591
537865,21669
537865,21670
537865,22429
537865,22601
537865,22578
537865,21326
537865,22737
537865,22467
537865,21494
537865,22111
537865,22110
537865,21484
537865,84029E
537865,21485
537865,22113
537866,85123A
537866,22171
537866,21754
537866,21363
537866,21361
537866,21755
537866,47559B
537866,85172
537866,85175
537867,22768
537867,22781
537867,22785
537867,22837
537867,22111
537867,21484
537867,21485
537867,84029E
537867,21481
537867,21739
537867,21741
537867,85123A
537867,85034B
537867,72802C
537867,85034A
537868,22534
537868,22530
537868,22531
537868,22561
537868,22489
537868,22814
537868,21520
537868,21506
537868,22716
537868,22688
537868,22114
537868,21982
537868,21981
537868,21967
537868,22092
537868,21983
537868,22615
537868,21980
537868,22614
537868,22095
537868,22094
537868,21984
537868,22557
537868,21786
537868,21080
537868,22963
537868,22962
537868,22961
537868,84375
537868,22966
537868,21874
537868,21873
537868,21870
537868,22956
537868,84050
537868,84991
537868,84992
537868,21213
537868,21977
537868,21212
537868,22198
537868,22197
537868,22315
537868,22667
537868,22666
537868,22665
537868,22558
537868,22567
537868,85150
537868,21166
537868,21733
537868,22690
537868,20685
537868,22842
537868,22494
537868,21260
537868,22626
537868,22625
537868,22624
537868,22413
537868,82600
537868,84692
537868,22899
537868,21156
537868,22556
537868,22555
537868,22554
537868,22553
537868,22551
537868,22547
537868,22544
537868,22543
537868,22540
537868,22539
537870,21486
537871,22900
537871,22561
537871,21677
537871,21621
537871,22867
537871,22440
537871,22812
537871,22900
537871,22703
537871,22558
537871,22553
537871,22556
537871,22548
537871,85208
537871,22786
537871,22988
537871,21873
537871,20975
537871,82599
537871,82582
537871,21866
537871,85214
537871,21232
537871,21231
537871,21683
537872,21595
537873,37461
537874,85170A
537875,20849
537876,84977
537877,21661
537878,72803B
537879,22114
537879,22835
537879,85150
537879,85048
537879,21524
537879,22694
537879,82494L
537879,85123A
537880,21669
537880,48187
537880,21955
537880,85150
537880,22969
537880,22805
537880,21892
537880,22620
537880,21914
537880,22150
537880,22569
537880,22570
537880,21891
537880,21588
537880,22114
537880,21181
537881,22730
537881,22727
537881,82484
537881,84050
537881,22605
537881,48111
537881,48188
537881,20685
537881,21523
537881,22278
537881,21741
537881,85174
537882,22804
537882,22112
537882,22114
537882,22111
537883,84946
537883,22963
537883,22961
537883,21684
537883,22962
537884,22423
537884,22778
537884,22041
537884,21137
537884,22169
537884,21116
537885,48185
537885,22189
537885,84792
537885,22784
537885,22427
537885,85066
537885,22595
537885,22457
537885,22429
537885,21735
537885,22168
537885,22795
537885,22854
537885,21240
537885,20675
537885,21411
537886,22855
537886,22350
537886,22960
537886,22961
537886,20685
537886,22150
537886,22568
537886,84946
