Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2018Q4,S08000032,S92000003,d,Head & Neck,,39,,39,
2018Q4,S08000032,S92000003,d,Lung,,147,,142,
2018Q4,S08000032,S92000003,d,Lymphoma,,33,,33,
2018Q4,S08000032,S92000003,d,Melanoma,,38,,38,
2018Q4,S08000032,S92000003,d,Ovarian,,13,,13,
2018Q4,S08000032,S92000003,d,Upper GI,,63,,63,
2018Q4,S08000032,S92000003,d,Urological,,120,,118,
2019Q1,S08000015,S92000003,d,Breast,,96,,93,
2019Q1,S08000015,S92000003,d,Cervical,,7,,7,
2019Q1,S08000015,S92000003,d,Colorectal,,47,,46,
2019Q1,S08000015,S92000003,d,Head & Neck,,19,,18,
2019Q1,S08000015,S92000003,d,Lung,,55,,55,
2019Q1,S08000015,S92000003,d,Lymphoma,,5,,5,
2019Q1,S08000015,S92000003,d,Melanoma,,20,,20,
2019Q1,S08000015,S92000003,d,Ovarian,,10,,10,
2019Q1,S08000015,S92000003,d,Upper GI,,37,,37,
2019Q1,S08000015,S92000003,d,Urological,,95,,93,
2019Q1,S08000016,S92000003,d,Breast,,16,,16,
2019Q1,S08000016,S92000003,d,Cervical,,1,,1,
2019Q1,S08000016,S92000003,d,Colorectal,,26,,26,
2019Q1,S08000016,S92000003,d,Head & Neck,,7,,7,
2019Q1,S08000016,S92000003,d,Lung,,26,,26,
2019Q1,S08000016,S92000003,d,Lymphoma,,8,,8,
2019Q1,S08000016,S92000003,d,Melanoma,,8,,8,
2019Q1,S08000016,S92000003,d,Ovarian,,3,,3,
2019Q1,S08000016,S92000003,d,Upper GI,,10,,10,
2019Q1,S08000016,S92000003,d,Urological,,23,,23,
2019Q1,S08000017,S92000003,d,Breast,,22,,22,
2019Q1,S08000017,S92000003,d,Cervical,,1,,1,
2019Q1,S08000017,S92000003,d,Colorectal,,23,,21,
2019Q1,S08000017,S92000003,d,Head & Neck,,9,,9,
2019Q1,S08000017,S92000003,d,Lung,,45,,45,
2019Q1,S08000017,S92000003,d,Lymphoma,,6,,6,
2019Q1,S08000017,S92000003,d,Melanoma,,10,,10,
2019Q1,S08000017,S92000003,d,Ovarian,,4,,4,
2019Q1,S08000017,S92000003,d,Upper GI,,21,,21,
2019Q1,S08000017,S92000003,d,Urological,,45,,40,
2019Q1,S08000019,S92000003,d,Breast,,34,,32,
2019Q1,S08000019,S92000003,d,Cervical,,4,,4,
2019Q1,S08000019,S92000003,d,Colorectal,,48,,44,
2019Q1,S08000019,S92000003,d,Head & Neck,,16,,16,
2019Q1,S08000019,S92000003,d,Lung,,53,,53,
2019Q1,S08000019,S92000003,d,Lymphoma,,17,,17,
2019Q1,S08000019,S92000003,d,Melanoma,,18,,18,
2019Q1,S08000019,S92000003,d,Ovarian,,7,,7,
2019Q1,S08000019,S92000003,d,Upper GI,,38,,38,
2019Q1,S08000019,S92000003,d,Urological,,102,,99,
2019Q1,S08000020,S92000003,d,Breast,,104,,103,
2019Q1,S08000020,S92000003,d,Cervical,,11,,8,
2019Q1,S08000020,S92000003,d,Colorectal,,101,,91,
2019Q1,S08000020,S92000003,d,Head & Neck,,40,,39,
2019Q1,S08000020,S92000003,d,Lung,,96,,94,
2019Q1,S08000020,S92000003,d,Lymphoma,,36,,35,
2019Q1,S08000020,S92000003,d,Melanoma,,31,,31,
2019Q1,S08000020,S92000003,d,Ovarian,,9,,9,
2019Q1,S08000020,S92000003,d,Upper GI,,74,,74,
2019Q1,S08000020,S92000003,d,Urological,,159,,136,
2019Q1,S08000022,S92000003,d,Breast,,73,,69,
2019Q1,S08000022,S92000003,d,Cervical,,5,,5,
2019Q1,S08000022,S92000003,d,Colorectal,,53,,51,
2019Q1,S08000022,S92000003,d,Head & Neck,,14,,14,
2019Q1,S08000022,S92000003,d,Lung,,44,,44,
2019Q1,S08000022,S92000003,d,Lymphoma,,17,,17,
2019Q1,S08000022,S92000003,d,Melanoma,,16,,13,
2019Q1,S08000022,S92000003,d,Ovarian,,6,,6,
2019Q1,S08000022,S92000003,d,Upper GI,,41,,40,
2019Q1,S08000022,S92000003,d,Urological,,87,,73,
2019Q1,S08000024,S92000003,d,Breast,,218,,217,
2019Q1,S08000024,S92000003,d,Cervical,,13,,12,
2019Q1,S08000024,S92000003,d,Colorectal,,102,,91,
2019Q1,S08000024,S92000003,d,Head & Neck,,48,,47,
2019Q1,S08000024,S92000003,d,Lung,,175,,171,
2019Q1,S08000024,S92000003,d,Lymphoma,,30,,30,
2019Q1,S08000024,S92000003,d,Melanoma,,28,,27,
2019Q1,S08000024,S92000003,d,Ovarian,,11,,11,
2019Q1,S08000024,S92000003,d,Upper GI,,89,,87,
2019Q1,S08000024,S92000003,d,Urological,,183,,164,
2019Q1,S08000025,S92000003,d,Colorectal,,3,,3,
2019Q1,S08000025,S92000003,d,Lung,,3,,3,
2019Q1,S08000025,S92000003,d,Melanoma,,1,,1,
2019Q1,S08000025,S92000003,d,Ovarian,,2,,2,
2019Q1,S08000025,S92000003,d,Upper GI,,1,,1,
2019Q1,S08000025,S92000003,d,Urological,,2,,1,
2019Q1,S08000026,S92000003,d,Breast,,2,,2,
2019Q1,S08000026,S92000003,d,Cervical,,1,,1,
2019Q1,S08000026,S92000003,d,Colorectal,,3,,3,
2019Q1,S08000026,S92000003,d,Head & Neck,,1,,1,
2019Q1,S08000026,S92000003,d,Lung,,1,,1,
2019Q1,S08000026,S92000003,d,Lymphoma,,1,,1,
2019Q1,S08000026,S92000003,d,Melanoma,,2,,2,
2019Q1,S08000026,S92000003,d,Ovarian,,2,,2,
2019Q1,S08000026,S92000003,d,Upper GI,,3,,3,
2019Q1,S08000026,S92000003,d,Urological,,4,,3,
2019Q1,S08000028,S92000003,d,Cervical,,1,,1,
2019Q1,S08000028,S92000003,d,Colorectal,,8,,5,
2019Q1,S08000028,S92000003,d,Head & Neck,,1,,1,
2019Q1,S08000028,S92000003,d,Lung,,3,,3,
2019Q1,S08000028,S92000003,d,Lymphoma,,2,,2,
2019Q1,S08000028,S92000003,d,Melanoma,,1,,1,
2019Q1,S08000028,S92000003,d,Ovarian,,1,,1,
2019Q1,S08000028,S92000003,d,Upper GI,,5,,5,
2019Q1,S08000028,S92000003,d,Urological,,12,,10,
2019Q1,S08000029,S92000003,d,Breast,,59,,56,
2019Q1,S08000029,S92000003,d,Cervical,,3,,2,
2019Q1,S08000029,S92000003,d,Colorectal,,72,,70,
2019Q1,S08000029,S92000003,d,Head & Neck,,9,,8,
2019Q1,S08000029,S92000003,d,Lung,,73,,66,
2019Q1,S08000029,S92000003,d,Lymphoma,,17,,17,
2019Q1,S08000029,S92000003,d,Melanoma,,10,,10,
2019Q1,S08000029,S92000003,d,Ovarian,,5,,5,
2019Q1,S08000029,S92000003,d,Upper GI,,46,,46,
2019Q1,S08000029,S92000003,d,Urological,,119,,106,
2019Q1,S08000030,S92000003,d,Breast,,111,,96,
2019Q1,S08000030,S92000003,d,Cervical,,2,,2,
2019Q1,S08000030,S92000003,d,Colorectal,,62,,61,
2019Q1,S08000030,S92000003,d,Head & Neck,,14,,13,
2019Q1,S08000030,S92000003,d,Lung,,85,,76,
2019Q1,S08000030,S92000003,d,Lymphoma,,19,,19,
2019Q1,S08000030,S92000003,d,Melanoma,,25,,23,
2019Q1,S08000030,S92000003,d,Ovarian,,15,,14,
2019Q1,S08000030,S92000003,d,Upper GI,,46,,44,
2019Q1,S08000030,S92000003,d,Urological,,118,,101,
2019Q1,S08000031,S92000003,d,Breast,,417,,353,
2019Q1,S08000031,S92000003,d,Cervical,,17,,17,
2019Q1,S08000031,S92000003,d,Colorectal,,218,,212,
2019Q1,S08000031,S92000003,d,Head & Neck,,70,,70,
2019Q1,S08000031,S92000003,d,Lung,,293,,284,
2019Q1,S08000031,S92000003,d,Lymphoma,,73,,73,
2019Q1,S08000031,S92000003,d,Melanoma,,100,,100,
2019Q1,S08000031,S92000003,d,Ovarian,,33,,33,
2019Q1,S08000031,S92000003,d,Upper GI,,147,,144,
2019Q1,S08000031,S92000003,d,Urological,,356,,336,
2019Q1,S08000032,S92000003,d,Breast,,85,,81,
2019Q1,S08000032,S92000003,d,Cervical,,4,,4,
2019Q1,S08000032,S92000003,d,Colorectal,,83,,83,
2019Q1,S08000032,S92000003,d,Head & Neck,,37,,37,
2019Q1,S08000032,S92000003,d,Lung,,114,,114,
2019Q1,S08000032,S92000003,d,Lymphoma,,31,,31,
2019Q1,S08000032,S92000003,d,Melanoma,,36,,36,
2019Q1,S08000032,S92000003,d,Ovarian,,14,,14,
2019Q1,S08000032,S92000003,d,Upper GI,,60,,60,
2019Q1,S08000032,S92000003,d,Urological,,126,,123,
2019Q2,S08000015,S92000003,d,Breast,,107,,98,
2019Q2,S08000015,S92000003,d,Cervical,,5,,5,
2019Q2,S08000015,S92000003,d,Colorectal,,70,,69,
2019Q2,S08000015,S92000003,d,Head & Neck,,22,,22,
2019Q2,S08000015,S92000003,d,Lung,,70,,70,
2019Q2,S08000015,S92000003,d,Lymphoma,,5,,5,
2019Q2,S08000015,S92000003,d,Melanoma,,26,,25,
2019Q2,S08000015,S92000003,d,Ovarian,,11,,11,
2019Q2,S08000015,S92000003,d,Upper GI,,47,,45,
2019Q2,S08000015,S92000003,d,Urological,,95,,95,
2019Q2,S08000016,S92000003,d,Breast,,14,,14,
2019Q2,S08000016,S92000003,d,Cervical,,3,,3,
2019Q2,S08000016,S92000003,d,Colorectal,,19,,19,
2019Q2,S08000016,S92000003,d,Head & Neck,,7,,7,
2019Q2,S08000016,S92000003,d,Lung,,19,,19,
2019Q2,S08000016,S92000003,d,Lymphoma,,4,,4,
2019Q2,S08000016,S92000003,d,Melanoma,,4,,4,
2019Q2,S08000016,S92000003,d,Ovarian,,5,,5,
2019Q2,S08000016,S92000003,d,Upper GI,,17,,17,
2019Q2,S08000016,S92000003,d,Urological,,20,,20,
2019Q2,S08000017,S92000003,d,Breast,,24,,24,
2019Q2,S08000017,S92000003,d,Cervical,,5,,5,
2019Q2,S08000017,S92000003,d,Colorectal,,31,,31,
2019Q2,S08000017,S92000003,d,Head & Neck,,12,,12,
2019Q2,S08000017,S92000003,d,Lung,,25,,24,
2019Q2,S08000017,S92000003,d,Lymphoma,,15,,15,
2019Q2,S08000017,S92000003,d,Melanoma,,8,,8,
2019Q2,S08000017,S92000003,d,Ovarian,,8,,8,
2019Q2,S08000017,S92000003,d,Upper GI,,29,,29,
2019Q2,S08000017,S92000003,d,Urological,,47,,42,
2019Q2,S08000019,S92000003,d,Breast,,54,,54,
2019Q2,S08000019,S92000003,d,Cervical,,4,,4,
2019Q2,S08000019,S92000003,d,Colorectal,,48,,43,
2019Q2,S08000019,S92000003,d,Head & Neck,,18,,18,
2019Q2,S08000019,S92000003,d,Lung,,57,,57,
2019Q2,S08000019,S92000003,d,Lymphoma,,13,,13,
2019Q2,S08000019,S92000003,d,Melanoma,,12,,11,
2019Q2,S08000019,S92000003,d,Ovarian,,4,,4,
2019Q2,S08000019,S92000003,d,Upper GI,,43,,42,
2019Q2,S08000019,S92000003,d,Urological,,93,,85,
2019Q2,S08000020,S92000003,d,Breast,,139,,137,
2019Q2,S08000020,S92000003,d,Cervical,,6,,5,
2019Q2,S08000020,S92000003,d,Colorectal,,92,,91,
2019Q2,S08000020,S92000003,d,Head & Neck,,25,,25,
2019Q2,S08000020,S92000003,d,Lung,,118,,110,
2019Q2,S08000020,S92000003,d,Lymphoma,,33,,32,
2019Q2,S08000020,S92000003,d,Melanoma,,38,,37,
2019Q2,S08000020,S92000003,d,Ovarian,,8,,8,
2019Q2,S08000020,S92000003,d,Upper GI,,82,,81,
2019Q2,S08000020,S92000003,d,Urological,,200,,171,
2019Q2,S08000022,S92000003,d,Breast,,78,,76,
2019Q2,S08000022,S92000003,d,Cervical,,5,,5,
2019Q2,S08000022,S92000003,d,Colorectal,,67,,59,
2019Q2,S08000022,S92000003,d,Head & Neck,,5,,5,
2019Q2,S08000022,S92000003,d,Lung,,52,,52,
2019Q2,S08000022,S92000003,d,Lymphoma,,17,,17,
2019Q2,S08000022,S92000003,d,Melanoma,,18,,14,
2019Q2,S08000022,S92000003,d,Ovarian,,5,,5,
2019Q2,S08000022,S92000003,d,Upper GI,,31,,31,
2019Q2,S08000022,S92000003,d,Urological,,80,,78,
2019Q2,S08000024,S92000003,d,Breast,,237,,221,
2019Q2,S08000024,S92000003,d,Cervical,,10,,9,
2019Q2,S08000024,S92000003,d,Colorectal,,107,,84,
2019Q2,S08000024,S92000003,d,Head & Neck,,55,,55,
2019Q2,S08000024,S92000003,d,Lung,,155,,151,
2019Q2,S08000024,S92000003,d,Lymphoma,,25,,25,
2019Q2,S08000024,S92000003,d,Melanoma,,59,,58,
2019Q2,S08000024,S92000003,d,Ovarian,,18,,17,
2019Q2,S08000024,S92000003,d,Upper GI,,108,,106,
2019Q2,S08000024,S92000003,d,Urological,,195,,177,
2019Q2,S08000025,S92000003,d,Colorectal,,4,,4,
2019Q2,S08000025,S92000003,d,Lung,,3,,2,
2019Q2,S08000025,S92000003,d,Lymphoma,,1,,1,
2019Q2,S08000025,S92000003,d,Melanoma,,1,,1,
2019Q2,S08000025,S92000003,d,Ovarian,,1,,1,
2019Q2,S08000025,S92000003,d,Upper GI,,1,,1,
2019Q2,S08000025,S92000003,d,Urological,,2,,2,
2019Q2,S08000026,S92000003,d,Breast,,2,,2,
2019Q2,S08000026,S92000003,d,Colorectal,,3,,3,
2019Q2,S08000026,S92000003,d,Lung,,2,,2,
2019Q2,S08000026,S92000003,d,Lymphoma,,1,,1,
2019Q2,S08000026,S92000003,d,Upper GI,,2,,2,
2019Q2,S08000026,S92000003,d,Urological,,14,,13,
2019Q2,S08000028,S92000003,d,Colorectal,,9,,9,
2019Q2,S08000028,S92000003,d,Head & Neck,,2,,2,
2019Q2,S08000028,S92000003,d,Lung,,2,,2,
2019Q2,S08000028,S92000003,d,Melanoma,,1,,1,
2019Q2,S08000028,S92000003,d,Ovarian,,1,,1,
2019Q2,S08000028,S92000003,d,Upper GI,,6,,6,
2019Q2,S08000028,S92000003,d,Urological,,8,,7,
2019Q2,S08000029,S92000003,d,Breast,,51,,46,
2019Q2,S08000029,S92000003,d,Cervical,,6,,6,
2019Q2,S08000029,S92000003,d,Colorectal,,65,,64,
2019Q2,S08000029,S92000003,d,Head & Neck,,15,,15,
2019Q2,S08000029,S92000003,d,Lung,,92,,90,
2019Q2,S08000029,S92000003,d,Lymphoma,,21,,21,
2019Q2,S08000029,S92000003,d,Melanoma,,15,,15,
2019Q2,S08000029,S92000003,d,Ovarian,,8,,7,
2019Q2,S08000029,S92000003,d,Upper GI,,42,,42,
2019Q2,S08000029,S92000003,d,Urological,,100,,83,
2019Q2,S08000030,S92000003,d,Breast,,101,,93,
2019Q2,S08000030,S92000003,d,Cervical,,7,,6,
2019Q2,S08000030,S92000003,d,Colorectal,,73,,73,
2019Q2,S08000030,S92000003,d,Head & Neck,,20,,20,
2019Q2,S08000030,S92000003,d,Lung,,82,,73,
2019Q2,S08000030,S92000003,d,Lymphoma,,29,,28,
2019Q2,S08000030,S92000003,d,Melanoma,,30,,29,
2019Q2,S08000030,S92000003,d,Ovarian,,6,,6,
2019Q2,S08000030,S92000003,d,Upper GI,,50,,50,
2019Q2,S08000030,S92000003,d,Urological,,110,,106,
2019Q2,S08000031,S92000003,d,Breast,,420,,371,
2019Q2,S08000031,S92000003,d,Cervical,,15,,15,
2019Q2,S08000031,S92000003,d,Colorectal,,197,,183,
2019Q2,S08000031,S92000003,d,Head & Neck,,84,,83,
2019Q2,S08000031,S92000003,d,Lung,,361,,343,
2019Q2,S08000031,S92000003,d,Lymphoma,,72,,72,
2019Q2,S08000031,S92000003,d,Melanoma,,87,,86,
2019Q2,S08000031,S92000003,d,Ovarian,,42,,39,
2019Q2,S08000031,S92000003,d,Upper GI,,148,,144,
2019Q2,S08000031,S92000003,d,Urological,,352,,327,
2019Q2,S08000032,S92000003,d,Breast,,89,,89,
2019Q2,S08000032,S92000003,d,Cervical,,7,,7,
2019Q2,S08000032,S92000003,d,Colorectal,,90,,84,
2019Q2,S08000032,S92000003,d,Head & Neck,,40,,40,
2019Q2,S08000032,S92000003,d,Lung,,135,,133,
2019Q2,S08000032,S92000003,d,Lymphoma,,23,,23,
2019Q2,S08000032,S92000003,d,Melanoma,,42,,41,
2019Q2,S08000032,S92000003,d,Ovarian,,17,,16,
2019Q2,S08000032,S92000003,d,Upper GI,,55,,54,
2019Q2,S08000032,S92000003,d,Urological,,129,,120,
2019Q3,S08000015,S92000003,d,Breast,,118,,112,
2019Q3,S08000015,S92000003,d,Cervical,,3,,3,
2019Q3,S08000015,S92000003,d,Colorectal,,70,,69,
2019Q3,S08000015,S92000003,d,Head & Neck,,24,,24,
2019Q3,S08000015,S92000003,d,Lung,,75,,75,
2019Q3,S08000015,S92000003,d,Lymphoma,,12,,12,
2019Q3,S08000015,S92000003,d,Melanoma,,16,,16,
2019Q3,S08000015,S92000003,d,Ovarian,,6,,6,
2019Q3,S08000015,S92000003,d,Upper GI,,49,,49,
2019Q3,S08000015,S92000003,d,Urological,,75,,75,
2019Q3,S08000016,S92000003,d,Breast,,16,,16,
2019Q3,S08000016,S92000003,d,Cervical,,1,,1,
2019Q3,S08000016,S92000003,d,Colorectal,,17,,17,
2019Q3,S08000016,S92000003,d,Head & Neck,,5,,5,
2019Q3,S08000016,S92000003,d,Lung,,32,,32,
2019Q3,S08000016,S92000003,d,Lymphoma,,8,,8,
2019Q3,S08000016,S92000003,d,Melanoma,,8,,8,
2019Q3,S08000016,S92000003,d,Ovarian,,4,,4,
2019Q3,S08000016,S92000003,d,Upper GI,,25,,25,
2019Q3,S08000016,S92000003,d,Urological,,26,,24,
2019Q3,S08000017,S92000003,d,Breast,,27,,27,
2019Q3,S08000017,S92000003,d,Cervical,,3,,3,
2019Q3,S08000017,S92000003,d,Colorectal,,27,,26,
2019Q3,S08000017,S92000003,d,Head & Neck,,10,,10,
2019Q3,S08000017,S92000003,d,Lung,,37,,37,
2019Q3,S08000017,S92000003,d,Lymphoma,,10,,10,
2019Q3,S08000017,S92000003,d,Melanoma,,6,,6,
2019Q3,S08000017,S92000003,d,Ovarian,,4,,4,
2019Q3,S08000017,S92000003,d,Upper GI,,32,,32,
2019Q3,S08000017,S92000003,d,Urological,,49,,43,
2019Q3,S08000019,S92000003,d,Breast,,52,,52,
2019Q3,S08000019,S92000003,d,Cervical,,2,,2,
2019Q3,S08000019,S92000003,d,Colorectal,,44,,43,
2019Q3,S08000019,S92000003,d,Head & Neck,,13,,13,
2019Q3,S08000019,S92000003,d,Lung,,69,,68,
2019Q3,S08000019,S92000003,d,Lymphoma,,16,,16,
2019Q3,S08000019,S92000003,d,Melanoma,,16,,15,
2019Q3,S08000019,S92000003,d,Ovarian,,3,,3,
2019Q3,S08000019,S92000003,d,Upper GI,,31,,30,
2019Q3,S08000019,S92000003,d,Urological,,106,,100,
2019Q3,S08000020,S92000003,d,Breast,,126,,123,
2019Q3,S08000020,S92000003,d,Cervical,,7,,7,
2019Q3,S08000020,S92000003,d,Colorectal,,99,,96,
2019Q3,S08000020,S92000003,d,Head & Neck,,24,,23,
2019Q3,S08000020,S92000003,d,Lung,,125,,122,
2019Q3,S08000020,S92000003,d,Lymphoma,,42,,42,
2019Q3,S08000020,S92000003,d,Melanoma,,39,,38,
2019Q3,S08000020,S92000003,d,Ovarian,,16,,16,
2019Q3,S08000020,S92000003,d,Upper GI,,86,,85,
2019Q3,S08000020,S92000003,d,Urological,,203,,176,
2019Q3,S08000022,S92000003,d,Breast,,80,,79,
2019Q3,S08000022,S92000003,d,Cervical,,3,,3,
2019Q3,S08000022,S92000003,d,Colorectal,,57,,51,
2019Q3,S08000022,S92000003,d,Head & Neck,,17,,17,
2019Q3,S08000022,S92000003,d,Lung,,58,,58,
2019Q3,S08000022,S92000003,d,Lymphoma,,19,,18,
2019Q3,S08000022,S92000003,d,Melanoma,,19,,19,
2019Q3,S08000022,S92000003,d,Ovarian,,4,,4,
2019Q3,S08000022,S92000003,d,Upper GI,,49,,48,
2019Q3,S08000022,S92000003,d,Urological,,75,,69,
2019Q3,S08000024,S92000003,d,Breast,,226,,224,
2019Q3,S08000024,S92000003,d,Cervical,,14,,14,
2019Q3,S08000024,S92000003,d,Colorectal,,116,,93,
2019Q3,S08000024,S92000003,d,Head & Neck,,53,,51,
2019Q3,S08000024,S92000003,d,Lung,,159,,154,
2019Q3,S08000024,S92000003,d,Lymphoma,,31,,31,
2019Q3,S08000024,S92000003,d,Melanoma,,86,,85,
2019Q3,S08000024,S92000003,d,Ovarian,,16,,16,
2019Q3,S08000024,S92000003,d,Upper GI,,97,,97,
2019Q3,S08000024,S92000003,d,Urological,,180,,161,
2019Q3,S08000025,S92000003,d,Colorectal,,2,,2,
2019Q3,S08000025,S92000003,d,Lung,,2,,2,
2019Q3,S08000025,S92000003,d,Ovarian,,1,,1,
2019Q3,S08000025,S92000003,d,Urological,,2,,2,
2019Q3,S08000026,S92000003,d,Breast,,1,,1,
2019Q3,S08000026,S92000003,d,Colorectal,,6,,6,
2019Q3,S08000026,S92000003,d,Lung,,2,,2,
2019Q3,S08000026,S92000003,d,Lymphoma,,1,,1,
2019Q3,S08000026,S92000003,d,Ovarian,,2,,2,
2019Q3,S08000026,S92000003,d,Upper GI,,6,,6,
2019Q3,S08000026,S92000003,d,Urological,,5,,4,
2019Q3,S08000028,S92000003,d,Colorectal,,11,,10,
2019Q3,S08000028,S92000003,d,Head & Neck,,2,,1,
2019Q3,S08000028,S92000003,d,Lung,,10,,10,
2019Q3,S08000028,S92000003,d,Lymphoma,,1,,1,
2019Q3,S08000028,S92000003,d,Melanoma,,3,,3,
2019Q3,S08000028,S92000003,d,Ovarian,,1,,1,
2019Q3,S08000028,S92000003,d,Upper GI,,5,,4,
2019Q3,S08000028,S92000003,d,Urological,,8,,7,
2019Q3,S08000029,S92000003,d,Breast,,37,,33,
2019Q3,S08000029,S92000003,d,Cervical,,3,,3,
2019Q3,S08000029,S92000003,d,Colorectal,,64,,64,
2019Q3,S08000029,S92000003,d,Head & Neck,,17,,17,
2019Q3,S08000029,S92000003,d,Lung,,97,,93,
2019Q3,S08000029,S92000003,d,Lymphoma,,14,,14,
2019Q3,S08000029,S92000003,d,Melanoma,,14,,14,
2019Q3,S08000029,S92000003,d,Ovarian,,4,,4,
2019Q3,S08000029,S92000003,d,Upper GI,,52,,52,
2019Q3,S08000029,S92000003,d,Urological,,119,,111,
2019Q3,S08000030,S92000003,d,Breast,,110,,106,
2019Q3,S08000030,S92000003,d,Cervical,,10,,10,
2019Q3,S08000030,S92000003,d,Colorectal,,66,,66,
2019Q3,S08000030,S92000003,d,Head & Neck,,19,,18,
2019Q3,S08000030,S92000003,d,Lung,,82,,79,
2019Q3,S08000030,S92000003,d,Lymphoma,,23,,23,
2019Q3,S08000030,S92000003,d,Melanoma,,7,,6,
2019Q3,S08000030,S92000003,d,Ovarian,,3,,3,
2019Q3,S08000030,S92000003,d,Upper GI,,63,,63,
2019Q3,S08000030,S92000003,d,Urological,,115,,113,
2019Q3,S08000031,S92000003,d,Breast,,353,,318,
2019Q3,S08000031,S92000003,d,Cervical,,22,,22,
2019Q3,S08000031,S92000003,d,Colorectal,,201,,181,
2019Q3,S08000031,S92000003,d,Head & Neck,,84,,80,
2019Q3,S08000031,S92000003,d,Lung,,350,,338,
2019Q3,S08000031,S92000003,d,Lymphoma,,78,,78,
2019Q3,S08000031,S92000003,d,Melanoma,,110,,109,
2019Q3,S08000031,S92000003,d,Ovarian,,34,,34,
2019Q3,S08000031,S92000003,d,Upper GI,,158,,156,
2019Q3,S08000031,S92000003,d,Urological,,323,,301,
2019Q3,S08000032,S92000003,d,Breast,,84,,82,
2019Q3,S08000032,S92000003,d,Cervical,,7,,7,
2019Q3,S08000032,S92000003,d,Colorectal,,80,,78,
2019Q3,S08000032,S92000003,d,Head & Neck,,26,,26,
2019Q3,S08000032,S92000003,d,Lung,,123,,121,
2019Q3,S08000032,S92000003,d,Lymphoma,,29,,29,
2019Q3,S08000032,S92000003,d,Melanoma,,51,,50,
2019Q3,S08000032,S92000003,d,Ovarian,,9,,9,
2019Q3,S08000032,S92000003,d,Upper GI,,49,,48,
2019Q3,S08000032,S92000003,d,Urological,,96,,91,
2019Q4,S08000015,S92000003,d,Breast,,95,,88,
2019Q4,S08000015,S92000003,d,Cervical,,9,,7,
2019Q4,S08000015,S92000003,d,Colorectal,,50,,49,
2019Q4,S08000015,S92000003,d,Head & Neck,,19,,19,
2019Q4,S08000015,S92000003,d,Lung,,58,,58,
2019Q4,S08000015,S92000003,d,Lymphoma,,11,,11,
2019Q4,S08000015,S92000003,d,Melanoma,,29,,29,
2019Q4,S08000015,S92000003,d,Ovarian,,9,,9,
2019Q4,S08000015,S92000003,d,Upper GI,,47,,46,
2019Q4,S08000015,S92000003,d,Urological,,67,,66,
2019Q4,S08000016,S92000003,d,Breast,,17,,17,
2019Q4,S08000016,S92000003,d,Colorectal,,23,,22,
2019Q4,S08000016,S92000003,d,Head & Neck,,6,,6,
2019Q4,S08000016,S92000003,d,Lung,,20,,20,
2019Q4,S08000016,S92000003,d,Lymphoma,,9,,9,
2019Q4,S08000016,S92000003,d,Melanoma,,5,,5,
2019Q4,S08000016,S92000003,d,Ovarian,,1,,1,
2019Q4,S08000016,S92000003,d,Upper GI,,10,,10,
2019Q4,S08000016,S92000003,d,Urological,,16,,16,
2019Q4,S08000017,S92000003,d,Breast,,28,,28,
2019Q4,S08000017,S92000003,d,Colorectal,,36,,35,
2019Q4,S08000017,S92000003,d,Head & Neck,,8,,8,
2019Q4,S08000017,S92000003,d,Lung,,39,,39,
2019Q4,S08000017,S92000003,d,Lymphoma,,14,,14,
2019Q4,S08000017,S92000003,d,Melanoma,,11,,11,
2019Q4,S08000017,S92000003,d,Ovarian,,3,,3,
2019Q4,S08000017,S92000003,d,Upper GI,,38,,38,
2019Q4,S08000017,S92000003,d,Urological,,53,,44,
2019Q4,S08000019,S92000003,d,Breast,,43,,43,
2019Q4,S08000019,S92000003,d,Cervical,,3,,3,
2019Q4,S08000019,S92000003,d,Colorectal,,52,,50,
2019Q4,S08000019,S92000003,d,Head & Neck,,22,,22,
2019Q4,S08000019,S92000003,d,Lung,,57,,57,
2019Q4,S08000019,S92000003,d,Lymphoma,,14,,14,
2019Q4,S08000019,S92000003,d,Melanoma,,16,,16,
2019Q4,S08000019,S92000003,d,Ovarian,,4,,4,
2019Q4,S08000019,S92000003,d,Upper GI,,44,,44,
2019Q4,S08000019,S92000003,d,Urological,,89,,88,
2019Q4,S08000020,S92000003,d,Breast,,128,,125,
2019Q4,S08000020,S92000003,d,Cervical,,7,,7,
2019Q4,S08000020,S92000003,d,Colorectal,,84,,65,
2019Q4,S08000020,S92000003,d,Head & Neck,,33,,33,
2019Q4,S08000020,S92000003,d,Lung,,98,,95,
2019Q4,S08000020,S92000003,d,Lymphoma,,38,,37,
2019Q4,S08000020,S92000003,d,Melanoma,,49,,47,
2019Q4,S08000020,S92000003,d,Ovarian,,16,,16,
2019Q4,S08000020,S92000003,d,Upper GI,,65,,64,
2019Q4,S08000020,S92000003,d,Urological,,203,,179,
2019Q4,S08000022,S92000003,d,Breast,,65,,59,
2019Q4,S08000022,S92000003,d,Cervical,,3,,3,
2019Q4,S08000022,S92000003,d,Colorectal,,55,,54,
2019Q4,S08000022,S92000003,d,Head & Neck,,14,,14,
2019Q4,S08000022,S92000003,d,Lung,,50,,50,
